"name","genres","director","actor1","actor2","actor3","color","plotkey","language","year","score"
"Jack the Giant Slayer ","Adventure|Fantasy","Bryan Singer","Eddie Marsan","Ewen Bremner","Ralph Brown","Color","bean|giant|king|no opening credits|princess","English",2013,6.3
"Transformers: Dark of the Moon ","Action|Adventure|Sci-Fi","Michael Bay","Glenn Morshower","Lester Speight","Kevin Dunn","Color","autobot|decepticon|job interview|moon|spacecraft","English",2011,6.3
"47 Ronin ","Action|Adventure|Drama|Fantasy","Carl Rinsch","Keanu Reeves","Cary-Hiroyuki Tagawa","Jin Akanishi","Color","box office flop|ronin|samurai|shogun|tournament","English",2013,6.3
"The Chronicles of Narnia: The Voyage of the Dawn Treader ","Adventure|Family|Fantasy","Michael Apted","Bruce Spence","Shane Rangi","Laura Brent","Color","dragon|king|mouse|quest|warrior","English",2010,6.3
"Beowulf ","Action|Adventure|Animation|Fantasy","Robert Zemeckis","Robin Wright","Anthony Hopkins","Sebastian Roché","Color","creature|demon|king|reward|warrior","English",2007,6.3
"Knight and Day ","Action|Comedy|Romance","James Mangold","Tom Cruise","Marc Blucas","Jordi Mollà","Color","chase|fbi|garage|spy|surveillance","English",2010,6.3
"Teenage Mutant Ninja Turtles: Out of the Shadows ","Action|Adventure|Comedy|Sci-Fi","Dave Green","Stephen Amell","Noel Fisher","Brad Garrett","Color","based on comic book|brother brother relationship|rat|sequel|turtle","English",2016,6.3
"Insurgent ","Adventure|Sci-Fi|Thriller","Robert Schwentke","Kate Winslet","Theo James","Mekhi Phifer","Color","action heroine|falling from height|mind control|trainhopping|truth serum","English",2015,6.3
"The Mummy Returns ","Action|Adventure|Fantasy|Thriller","Stephen Sommers","Dwayne Johnson","Brendan Fraser","Patricia Velasquez","Color","ancient egypt|bracelet|king|scorpion|son","English",2001,6.3
"Transcendence ","Drama|Mystery|Romance|Sci-Fi|Thriller","Wally Pfister","Johnny Depp","Morgan Freeman","Clifton Collins Jr.","Color","artificial intelligence|consciousness|power outage|scientist|technology","English",2014,6.3
"Twister ","Action|Adventure|Drama|Thriller","Jan de Bont","Philip Seymour Hoffman","Alan Ruck","Jami Gertz","Color","device|disaster|divorce|storm|tornado","English",1996,6.3
"Robots ","Adventure|Animation|Comedy|Family|Sci-Fi","Chris Wedge","Jim Broadbent","Drew Carey","Paula Abdul","Color","actor voicing multiple characters|box office hit|coffee|plate|robot","English",2005,6.3
"Space Jam ","Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport","Joe Pytka","Bill Murray","Wayne Knight","Michael Jordan","Color","alien|basketball|basketball game|cult film|monstars","English",1996,6.3
"Mars Attacks! ","Action|Comedy|Sci-Fi","Tim Burton","Natalie Portman","Martin Short","Lukas Haas","Color","alien|general|martian|president|weapon","English",1996,6.3
"Surrogates ","Action|Sci-Fi|Thriller","Jonathan Mostow","Bruce Willis","Devin Ratray","Boris Kodjoe","Color","android|fbi agent|future|murder|robot","English",2009,6.3
"The Angry Birds Movie ","Action|Animation|Comedy|Family","Clay Kaytis","Peter Dinklage","Josh Gad","Keegan-Michael Key","Color","butt|downward duck|fish|kingfisher|pig","English",2016,6.3
"Wall Street: Money Never Sleeps ","Drama","Oliver Stone","Frank Langella","Austin Pendleton","John Buffalo Mailer","Color","corporate greed|crisis|economy|greed|mentor","English",2010,6.3
"Dracula Untold ","Action|Drama|Fantasy|Horror|War","Gary Shore","Dominic Cooper","Sarah Gadon","Zach McGowan","Color","death of wife|dracula|tarantula|turk|vampire","English",2014,6.3
"The Siege ","Action|Thriller","Edward Zwick","Denzel Washington","Bruce Willis","Mark Valley","Color","abduction|martial law|military|new york city|terrorist","English",1998,6.3
"Hart's War ","Drama|War","Gregory Hoblit","Bruce Willis","Cole Hauser","Rory Cochrane","Color","colonel|honor|lieutenant|pilot|racism","English",2002,6.3
"This Means War ","Action|Comedy|Romance","McG","Tom Hardy","Abigail Spencer","Warren Christie","Color","best friend|cia|cia agent|dating|undercover","English",2012,6.3
"Astro Boy ","Action|Animation|Comedy|Family|Sci-Fi","David Bowers","Nicolas Cage","Charlize Theron","Dee Bradley Baker","Color","betrayal|futuristic|gladiator|robot|scientist","English",2009,6.3
"Blades of Glory ","Comedy|Sport","Josh Gordon","Will Ferrell","Amy Poehler","Jon Heder","Color","competition|fight|ice|jock strap|nintendo game boy advance","English",2007,6.3
"Meet the Fockers ","Comedy|Romance","Jay Roach","Robert De Niro","Blythe Danner","Teri Polo","Color","bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title","English",2004,6.3
"The General's Daughter ","Drama|Mystery|Thriller","Simon West","Daniel von Bargen","Timothy Hutton","Clarence Williams III","Color","army cid|cover up|military|murder|woman in military","English",1999,6.3
"The Jackal ","Action|Adventure|Crime|Thriller","Michael Caton-Jones","J.K. Simmons","Bruce Willis","Sophie Okonedo","Color","assassin|fbi|ira|jackal|russian","English",1997,6.3
"Paycheck ","Action|Mystery|Sci-Fi|Thriller","John Woo","Ivana Milicevic","Joe Morton","Callum Rennie","Color","anti hero|babe scientist|engineer|memory|money","English",2003,6.3
"Alien: Resurrection ","Action|Horror|Sci-Fi","Jean-Pierre Jeunet","Gary Dourdan","Michael Wincott","Raymond Cruz","Color","alien|blood|breeding|clone|scientist","English",1997,6.3
"Intolerable Cruelty ","Comedy|Crime|Romance","Joel Coen","Cedric the Entertainer","Paul Adelstein","Julia Duffy","Color","attorney|divorce|marriage|real estate|screwball comedy","English",2003,6.3
"The Internship ","Comedy","Shawn Levy","Josh Gad","Jessica Szohr","Rob Riggle","Color","actor's picture shown in credits|animated credits|google|internship|still images in end credits","English",2013,6.3
"After the Sunset ","Action|Comedy|Crime|Drama","Brett Ratner","Salma Hayek","Don Cheadle","Chris Penn","Color","diamond|fbi|fbi agent|island|thief","English",2004,6.3
"American Wedding ","Comedy|Romance","Jesse Dylan","Alyson Hannigan","Thomas Ian Nicholas","Fred Willard","Color","bachelor party|blow job|breasts|friend|wedding","English",2003,6.3
"Date Night ","Comedy|Crime|Romance|Thriller","Shawn Levy","Mila Kunis","James Franco","Steve Carell","Color","city|new york city|night|reservation|restaurant","English",2010,6.3
"Tango & Cash ","Action|Comedy|Crime|Thriller","Andrey Konchalovskiy","Sylvester Stallone","Jack Palance","Brion James","Color","1980s|80s action|escape|plea bargain|prison","English",1989,6.3
"Evita ","Biography|Drama|History|Musical","Alan Parker","Andrea Corr","Jimmy Nail","Peter Polycarpou","Color","actress|argentina|military|politics|singer","English",1996,6.3
"Gods and Generals ","Drama|History|War","Ron Maxwell","Billy Campbell","Bruce Boxleitner","John Castle","Color","confederacy|hero|prequel|stonewall jackson|war hero","English",2003,6.3
"Mamma Mia! ","Comedy|Family|Musical|Romance","Phyllida Lloyd","Colin Firth","Meryl Streep","Julie Walters","Color","bride|greece|island|mediterranean|wedding","English",2008,6.3
"Anchorman 2: The Legend Continues ","Comedy","Adam McKay","Harrison Ford","Will Ferrell","Steve Carell","Color","fame|father son relationship|interracial kiss|interracial relationship|interracial sex","English",2013,6.3
"Don't Say a Word ","Crime|Drama|Mystery|Thriller","Gary Fleder","Oliver Platt","Jennifer Esposito","Conrad Goode","Color","mental institution|post traumatic stress|psychiatrist|vomiting|voyeur","English",2001,6.3
"Gremlins 2: The New Batch ","Comedy|Fantasy|Horror","Joe Dante","Christopher Lee","Robert Picardo","Phoebe Cates","Color","gremlin|horror host|hulk hogan|monster|skyscraper","English",1990,6.3
"Assassins ","Action|Crime|Thriller","Richard Donner","Muse Watson","Sylvester Stallone","Kelly Rowan"," Black and White","assassin|floppy disk|modem|rival|russian","English",1995,6.3
"The Adventures of Ford Fairlane ","Action|Adventure|Comedy|Crime|Music|Mystery","Renny Harlin","Lauren Holly","Gilbert Gottfried","David Patrick Kelly","Color","detective|groupie|murder|music industry|rock n roll","English",1990,6.3
"My Best Friend's Wedding ","Comedy|Romance","P.J. Hogan","Julia Roberts","Christopher Masterson","Rupert Everett","Color","best friend|chick flick|male female friendship|promise|wedding","English",1997,6.3
"Taken 2 ","Action|Crime|Thriller","Olivier Megaton","Liam Neeson","Luke Grimes","D.B. Sweeney","Color","albanian|revenge|revenge motive|teenage daughter|vacation","English",2012,6.3
"Tin Cup ","Comedy|Drama|Romance|Sport","Ron Shelton","Don Johnson","Cheech Marin","Rene Russo","Color","driving range|golf|golfer|tournament|winnebago","English",1996,6.3
"Resident Evil: Extinction ","Action|Horror|Sci-Fi|Thriller","Russell Mulcahy","Milla Jovovich","Mike Epps","James Tumminia","Color","clone|convoy|crow|desert|satellite","English",2007,6.3
"The River Wild ","Action|Adventure|Crime|Thriller","Curtis Hanson","Meryl Streep","Glenn Morshower","William Lucking","Color","criminal|rafting|river|robber|white water rafting","English",1994,6.3
"Johnny English Reborn ","Action|Adventure|Comedy|Crime","Oliver Parker","Daniel Kaluuya","Tim McInnerny","Togo Igawa","Color","assassin|chinese|conspiracy|gadget|premier","English",2011,6.3
"High Crimes ","Crime|Drama|Mystery|Thriller","Carl Franklin","Morgan Freeman","Adam Scott","Bruce Davison","Color","defense lawyer|lawyer|marine|murder|villager","English",2002,6.3
"The Warrior's Way ","Action|Fantasy|Western","Sngmoo Lee","Tony Cox","Dong-gun Jang","Jed Brophy","Color","bullet time|explosion|knife throwing|throwing a knife|violence","English",2010,6.3
"Horrible Bosses 2 ","Comedy|Crime","Sean Anders","Kevin Spacey","Christoph Waltz","Lindsay Sloane","Color","kidnapping|reference to franz beckenbauer|scene during end credits|second part|singing in a car","English",2014,6.3
"The Deep End of the Ocean ","Drama","Ulu Grosbard","Alexa PenaVega","Treat Williams","Jonathan Jackson","Color","basketball|boy|italian|kidnapping a child|reunion","English",1999,6.3
"Blue Streak ","Action|Comedy|Crime|Thriller","Les Mayfield","Peter Greene","Dave Chappelle","Tamala Jones","Color","detective|diamond|jewel|police|thief","English",1999,6.3
"Trainwreck ","Comedy|Romance","Judd Apatow","Amy Schumer","Randall Park","Josh Segarra","Color","actress playing herself|actress shares first name with character|fired from a job|male nudity|written by star","English",2015,6.3
"In & Out ","Comedy","Frank Oz","Tom Selleck","Wilford Brimley","Lauren Ambrose","Color","academy award|gay|high school|reporter|teacher","English",1997,6.3
"The Cell ","Horror|Sci-Fi|Thriller","Tarsem Singh","Dylan Baker","Jake Weber","James Gammon","Color","coma|fbi|race against time|serial killer|strong female lead","English",2000,6.3
"TMNT ","Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi","Kevin Munroe","Chris Evans","Sarah Michelle Gellar","Mako","Color","martial arts master|monster|new york city|turtle|warrior","English",2007,6.3
"Ella Enchanted ","Comedy|Family|Fantasy|Romance","Tommy O'Haver","Anne Hathaway","Steve Coogan","Joanna Lumley","Color","curse|fairy|obedience|prince|strong female character","English",2004,6.3
"Wimbledon ","Comedy|Romance|Sport","Richard Loncraine","Kirsten Dunst","Jon Favreau","Austin Nichols","Color","career|player|tennis|tennis player|wimbledon","English",2004,6.3
"Femme Fatale ","Crime|Drama|Mystery|Thriller","Brian De Palma","Peter Coyote","Gregg Henry","Rie Rasmussen","Color","ambassador|cannes|identity|suicide|thief","English",2002,6.3
"Thunder and the House of Magic ","Adventure|Animation|Comedy|Family|Fantasy","Jeremy Degruson","Kyle Hebert","Brianne Brozey","Joe Ochman","Color","","English",2013,6.3
"Transporter 2 ","Action|Crime|Thriller","Louis Leterrier","Jason Statham","Jason Flemyng","Matthew Modine","Color","driver|french|kidnapping|police|sequel","English",2005,6.3
"Repo Men ","Action|Crime|Sci-Fi|Thriller","Miguel Sapochnik","Alice Braga","RZA","Yvette Nicole Brown","Color","artificial organ|best friend|enforcer|future|near future","English",2010,6.3
"Going the Distance ","Comedy|Romance","Nanette Burstein","Rob Riggle","Kelli Garner","Jim Gaffigan","Color","bar|job|long distance relationship|male pubic hair|pubic hair","English",2010,6.3
"Criminal ","Action|Crime|Drama|Mystery|Sci-Fi|Thriller","Ariel Vromen","Gary Oldman","Jordi Mollà","Doug Cockle","Color","cia|husband wife relationship|memory|tied up while barefoot|violence","English",2016,6.3
"Moonraker ","Action|Adventure|Sci-Fi|Thriller","Lewis Gilbert","Desmond Llewelyn","Lois Chiles","Lois Maxwell","Color","astronaut|dog|official james bond series|space shuttle|space shuttle transported on a 747","English",1979,6.3
"Arachnophobia ","Comedy|Fantasy|Horror|Thriller","Frank Marshall","Julian Sands","Peter Jason","Brian McNamara","Color","arachnophobia|death|doctor|small town|spider","English",1990,6.3
"Ace Ventura: When Nature Calls ","Adventure|Comedy","Steve Oedekerk","Bruce Spence","Bob Gunton","Sophie Okonedo","Color","africa|bat|hawaiian shirt|pregnancy|pregnant","English",1995,6.3
"Hope Springs ","Comedy|Drama|Romance","David Frankel","Meryl Streep","Steve Carell","Jean Smart","Color","couple|intimacy|marriage|marriage counseling|middle age couple","English",2012,6.3
"A View to a Kill ","Action|Adventure|Thriller","John Glen","Patrick Macnee","Alison Doody","Tanya Roberts","Color","computer|earthquake|microchip|official james bond series|silicon valley","English",1985,6.3
"Assault on Precinct 13 ","Action|Crime|Drama|Thriller","Jean-François Richet","Brian Dennehy","Drea de Matteo","Hugh Dillon","Color","criminal|mobster|new year's eve|police|sergeant","English",2005,6.3
"Along Came a Spider ","Crime|Drama|Thriller","Lee Tamahori","Morgan Freeman","Billy Burke","Monica Potter","Color","kidnapping|partner|ransom|school|secret service","English",2001,6.3
"No Reservations ","Comedy|Drama|Romance","Scott Hicks","Zoë Kravitz","Lily Rabe","Bob Balaban","Color","chef|cooking|guardian|kitchen|restaurant","English",2007,6.3
"Formula 51 ","Action|Comedy|Crime|Thriller","Ronny Yu","Meat Loaf","Junix Inocian","Paul Barber","Color","american in the uk|drug lord|drugs|gangster|organized crime","English",2001,6.3
"Snow White: A Tale of Terror ","Fantasy|Horror","Michael Cohn","David Conrad","Chris Bauer","Monica Keena","Color","apple|miner|mirror|necromancy|woods","English",1997,6.3
"Mr. Bean's Holiday ","Comedy|Family","Steve Bendelack","Lily Atkinson","Emma de Caunes","Steve Pemberton","Color","camcorder|cannes|director|lost passport|train","English",2007,6.3
"Dear John ","Drama|Romance|War","Lasse Hallström","Channing Tatum","Henry Thomas","Scott Porter","","army|coin collector|love|surfboard|u.s. army","English",2010,6.3
"War ","Action|Crime|Thriller","Philip G. Atwell","Jason Statham","Jet Li","Nadine Velazquez","Color","assassin|betrayal|fbi|fbi agent|yakuza","English",2007,6.3
"A Perfect Plan ","Comedy|Romance","Pascal Chaumeil","Dany Boon","Malonn Lévana","Alice Pol","Color","curse|divorce|marriage|tourism|travel","French",2012,6.3
"Nurse Betty ","Comedy|Crime|Drama","Neil LaBute","Morgan Freeman","Pruitt Taylor Vince","Kathleen Wilhoite","Color","hospital|kansas city|obsession|salesman|soap opera","English",2000,6.3
"Forsaken ","Drama|Western","Jon Cassar","Demi Moore","Landon Liboiron","Michael Wincott","Color","","English",2015,6.3
"Before I Go to Sleep ","Drama|Mystery|Thriller","Rowan Joffe","Colin Firth","Ben Crompton","Anne-Marie Duff","Color","amnesia|female nudity|infidelity|nudity|therapist","English",2014,6.3
"To Rome with Love ","Comedy|Romance","Woody Allen","Ornella Muti","Judy Davis","Alessandra Mastronardi","Color","architect|celebrity|prostitute|shower|tourist","English",2012,6.3
"Hardball ","Drama|Sport","Brian Robbins","Keanu Reeves","D.B. Sweeney","DeWayne Warren","Color","coach|gambling|housing project|little league|little league baseball","English",2001,6.3
"The Tigger Movie ","Animation|Comedy|Drama|Family|Musical","Jun Falkenstein","Kath Soucie","John Fiedler","Ken Sansom","Color","cartoon tiger|coming of age|tiger|tigger|title directed by female","English",2000,6.3
"The American ","Crime|Drama|Thriller","Anton Corbijn","Violante Placido","Thekla Reuten","Filippo Timi","Color","ambush|assassin|priest|prostitute|sweden","English",2010,6.3
"Risen ","Action|Adventure|Drama|Mystery","Kevin Reynolds","Peter Firth","Jan Cornet","María Botto","Color","biblical|crucifixion|judea|resurrection|roman soldier","English",2016,6.3
"A Very Harold & Kumar 3D Christmas ","Adventure|Comedy","Todd Strauss-Schulson","Patton Oswalt","Thomas Lennon","Paula Garcés","Color","christmas|christmas tree|fire|new york city|stoner","English",2011,6.3
"Endless Love ","Drama|Romance","Shana Feste","Alex Pettyfer","Bruce Greenwood","Rhys Wakefield","Color","brother sister relationship|high school graduation|love|sparkler|unfaithful husband","English",2014,6.3
"One Night with the King ","Biography|Drama|History","Michael O. Sajbel","James Callis","Tiffany Dupont","Nimrat Kaur","Color","biblical|book of esther|esther|persia|treachery","English",2006,6.3
"Triple 9 ","Action|Crime|Drama|Thriller","John Hillcoat","Kate Winslet","Norman Reedus","Clifton Collins Jr.","Color","betrayal|corrupt cop|heist|murder of a police officer|police detective","English",2016,6.3
"Connie and Carla ","Comedy|Crime|Music","Michael Lembeck","Debbie Reynolds","Nia Vardalos","Dash Mihok","Color","box office flop|drag queen|gender disguise|mafia|witness","English",2004,6.3
"All Good Things ","Crime|Drama|Mystery|Romance|Thriller","Andrew Jarecki","Ryan Gosling","Kirsten Dunst","Frank Langella","Color","family business|friend|murder|new york city|trial","English",2010,6.3
"Take Me Home Tonight ","Comedy|Drama|Romance","Michael Dowse","Topher Grace","Michael Biehn","Dan Fogler","Color","friend|night|party|sex scene|sister","English",2011,6.3
"Kansas City ","Crime|Drama|Music|Thriller","Robert Altman","Steve Buscemi","Jennifer Jason Leigh","Miranda Richardson","Color","1930s|election|female frontal nudity|kansas city|politician","English",1996,6.3
"The Family Stone ","Comedy|Drama|Romance","Thomas Bezucha","Craig T. Nelson","Paul Schneider","Tyrone Giordano","Color","christmas|cruelty|ring|secret|tension","English",2005,6.3
"Peggy Sue Got Married ","Comedy|Drama|Fantasy|Romance","Francis Ford Coppola","Nicolas Cage","Kathleen Turner","Joan Allen","Color","alternate history|alternate timeline|divorce|high school|reunion","English",1986,6.3
"Forsaken ","Drama|Western","Jon Cassar","Demi Moore","Landon Liboiron","Michael Wincott","Color","","English",2015,6.3
"Hitman ","Action|Crime|Drama|Thriller","Xavier Gens","Henry Ian Cusick","Dougray Scott","Ulrich Thomsen","Color","hitman|impersonation|see through dress|topless female nudity|woman on top","English",2007,6.3
"Beerfest ","Comedy","Jay Chandrasekhar","Chris Moss","Owain Yeoman","Jay Chandrasekhar","Color","beer|competition|germany|oktoberfest|prostitute","English",2006,6.3
"Sydney White ","Comedy|Romance","Joe Nussbaum","Danny Strong","Matt Long","Samm Levine","Color","college|college girl|female protagonist|sorority|sorority house","English",2007,6.3
"Country Strong ","Drama|Music","Shana Feste","Leighton Meester","Cinda McCain","Tim McGraw","Color","country music|panties|pink panties|relapse|songwriter","English",2010,6.3
"The November Man ","Action|Crime|Thriller","Roger Donaldson","Luke Bracey","Akie Kotabe","Will Patton","Color","critically bashed|premarital sex|sex scene|sex standing up|stripper","English",2014,6.3
"You Will Meet a Tall Dark Stranger ","Comedy|Drama|Romance","Woody Allen","Anthony Hopkins","Naomi Watts","Ewen Bremner","Color","call girl|charlatan|fortune teller|manuscript|writer","English",2010,6.3
"Crazy in Alabama ","Comedy|Crime|Drama","Antonio Banderas","Meat Loaf","Elizabeth Perkins","Noah Emmerich","Color","abusive husband|alabama|boy|dream|sheriff","English",1999,6.3
"Wild Grass ","Drama|Romance","Alain Resnais","Mathieu Amalric","Sara Forestier","Edouard Baer","Color","dentist|letter|pilot|skateboard|wallet","French",2009,6.3
"Under the Skin ","Drama|Horror|Sci-Fi|Thriller","Jonathan Glazer","Scarlett Johansson","Paul Brannigan","Alison Chand","Color","alien|desire|female nudity|male frontal nudity|scotland","English",2013,6.3
"The Astronaut Farmer ","Adventure|Drama|Sci-Fi","Michael Polish","J.K. Simmons","Virginia Madsen","Bruce Dern","Color","bank|fbi|fuel|rocket|space travel","English",2006,6.3
"Chloe ","Drama|Mystery|Romance|Thriller","Atom Egoyan","Liam Neeson","Meghan Heffern","Natalie Lisinska","Color","bare chested boy|doctor|escort|infidelity|prostitute","English",2009,6.3
"Barbershop ","Comedy|Drama","Tim Story","Sean Patrick Thomas","Jason George","Cedric the Entertainer","Color","barber|barbershop|blaxploitation|loan shark|theft","English",2002,6.3
"Young Adult ","Comedy|Drama","Jason Reitman","Charlize Theron","Patton Oswalt","Collette Wolfe","Color","car damage|computer printer|female band|fingernail polish|narcissism","English",2011,6.3
"For Your Consideration ","Comedy","Christopher Guest","John Michael Higgins","Catherine O'Hara","Ed Begley Jr.","Color","actor|internet|make up|publicist|purim","English",2006,6.3
"Celebrity ","Comedy|Drama","Woody Allen","Melanie Griffith","Aleksa Palladino","Greg Mottola"," Black and White","celebrity|journalist|lesbian kiss|strong female character|tv producer","English",1998,6.3
"Married Life ","Crime|Drama|Romance","Ira Sachs","David Richmond-Peck","Erin Boyes","Timothy Webber","Color","bachelor|best friend|divorce|poison|widow","English",2007,6.3
"Out Cold ","Comedy|Sport","Brendan Malloy","Lee Majors","Jason London","Thomas Lennon","Color","alaska|mountain|ski resort|snowboard|snowboarding","English",2001,6.3
"Romance & Cigarettes ","Comedy|Musical|Romance","John Turturro","Kate Winslet","Steve Buscemi","Eddie Izzard","Color","anal sex|death|dream|poem|sex","English",2005,6.3
"The Blue Butterfly ","Adventure|Drama","Léa Pool","William Hurt","Marc Donato","Raoul Max Trujillo","Color","butterfly|entomologist|morpho butterfly|rain|rain forest","English",2004,6.3
"Devil ","Horror|Mystery|Thriller","John Erick Dowdle","Bojana Novakovic","Bokeem Woodbine","Geoffrey Arend","Color","devil|elevator|hit and run|throat slitting|trapped in an elevator","English",2010,6.3
"Very Bad Things ","Comedy|Crime|Thriller","Peter Berg","Jon Favreau","Daniel Stern","Jeanne Tripplehorn","Color","bachelor party|breasts|friend|prostitute|wedding","English",1998,6.3
"Cedar Rapids ","Comedy","Miguel Arteta","Kurtwood Smith","Stephen Root","Alia Shawkat","Color","award|cedar rapids iowa|convention|hotel|insurance","English",2011,6.3
"While We're Young ","Comedy|Drama","Noah Baumbach","Naomi Watts","Maria Dizzia","Dree Hemingway","Color","documentary filmmaker|documentary filmmaking|father in law|generation z|hipster","English",2014,6.3
"Krrish ","Action|Adventure|Romance|Sci-Fi","Rakesh Roshan","Naseeruddin Shah","Rekha","Sharat Saxena","Color","breaking the fourth wall|breaking the fourth wall by talking to the audience|computer|mask|singapore","Hindi",2006,6.3
"Edmond ","Drama|Thriller","Stuart Gordon","Joe Mantegna","Dulé Hill","Jeffrey Combs","Color","bipolar disorder|sodomy|stabbing|street life|violence","English",2005,6.3
"Adam Resurrected ","Drama|War","Paul Schrader","Veronica Ferres","Ayelet Zurer","Derek Jacobi","Color","circus|dog|entertainer|holocaust|patient","English",2008,6.3
"The Boondock Saints II: All Saints Day ","Action|Crime|Thriller","Troy Duffy","Norman Reedus","Julie Benz","Clifton Collins Jr.","Color","final showdown|ireland|justice|priest|sheep","English",2009,6.3
"The Land Girls ","Drama|Romance|War","David Leland","Anna Friel","Catherine McCormack","Steven Mackintosh","Color","dorset|farm|friend|love|women's land army","English",1998,6.3
"Code 46 ","Drama|Romance|Sci-Fi|Thriller","Michael Winterbottom","Samantha Morton","Om Puri","Natalie Mendoza","Color","genetics|i.d.|love|sphinx|totalitarian","English",2003,6.3
"Cyrus ","Comedy|Drama|Romance","Jay Duplass","Matt Walsh","Tim Guinee","Katie Aselton","Color","21 year old|forename as title|musician|party|rearview mirror","English",2010,6.3
"A Dog of Flanders ","Drama|Family","Kevin Brodie","Bruce McGill","Cheryl Ladd","Jack Warden","Color","artist|box office flop|dog|drawing|flanders","English",1999,6.3
"March or Die ","Adventure|Drama|Romance|War","Dick Richards","Catherine Deneuve","Terence Hill","Jack O'Halloran","Color","arab|bare chested male|foreign legion|french foreign legion|morocco","English",1977,6.3
"Somewhere ","Comedy|Drama","Sofia Coppola","Nathalie Fay","Chris Pontius","Erin Wasson","Color","actor|boredom|luxury hotel|party|trip","English",2010,6.3
"Bran Nue Dae ","Comedy|Drama|Musical","Rachel Perkins","Deborah Mailman","Magda Szubanski","Jessica Mauboy","Color","australia|journey|love|priest|traveling","English",2009,6.3
"The Brothers ","Comedy|Drama","Gary Hardwick","Julie Benz","Tatyana Ali","Jenifer Lewis","Color","african american|commitment|friend|friendship|playboy","English",2001,6.3
"Deadfall ","Crime|Drama|Thriller","Stefan Ruzowitzky","Charlie Hunnam","Olivia Wilde","Sissy Spacek","Color","police officer|police officer killed|police officer shot|sex scene","English",2012,6.3
"Grabbers ","Comedy|Horror|Sci-Fi|Thriller","Jon Wright","Russell Tovey","Richard Coyle","Bronagh Gallagher","Color","bathtub|eaten alive|ferry boat|lobster trap|sprinkler system","English",2012,6.3
"Lone Wolf McQuade ","Action|Crime|Drama|Thriller|Western","Steve Carver","David Carradine","William Sanderson","Robert Beltran","Color","drugs|martial arts|texas|texas ranger|weapon","English",1983,6.3
"Force 10 from Navarone ","Action|Drama|War","Guy Hamilton","Harrison Ford","Carl Weathers","Franco Nero"," Black and White","colonel|mission|partisan|spy|traitor","English",1978,6.3
"Party Monster ","Biography|Crime|Drama|Thriller","Fenton Bailey","Macaulay Culkin","Mia Kirshner","Marilyn Manson","Color","drug dealer|drugs|gay|homosexual|party","English",2003,6.3
"Topaz ","Drama|Thriller","Alfred Hitchcock","Roscoe Lee Browne","John Vernon","Philippe Noiret","Color","1960s|agent|cuba|intelligence|spy","English",1969,6.3
"Psycho Beach Party ","Comedy|Horror|Mystery","Robert Lee King","Lauren Ambrose","Kathleen Robertson","Beth Broderick","Color","cliche|exchange student|slasher|spoof|surfing","English",2000,6.3
"The Big Tease ","Comedy","Kevin Allen","Craig Ferguson","Frances Fisher","Mary McCormack","Color","competition|fake documentary|hairdresser|nudity|reference to liberace","English",1999,6.3
"An Everlasting Piece ","Comedy","Barry Levinson","Anna Friel","Brían F. O'Byrne","Pauline McLynn","Color","alopecia|belfast northern ireland|ireland|irish republican army|scalper","English",2000,6.3
"A Lonely Place to Die ","Action|Adventure|Crime|Thriller","Julian Gilbey","Ed Speleers","Eamonn Walker","Sean Harris","Color","kidnapper|mountaineering|scotland|scottish highlands|sniper","English",2011,6.3
"Nothing ","Comedy|Fantasy","Vincenzo Natali","David Hewlett","Angelo Tsarouchas","Marie-Josée Croze","Color","imagination|one word title|part animation|surrealism|virtual reality","English",2003,6.3
"How to Fall in Love ","Comedy|Romance","Mark Griffiths","Eric Mabius","Gina Holden","Brooke D'Orsay","Color","","English",2012,6.3
"Letters to God ","Drama|Family","David Nixon","Robyn Lively","Michael Bolten","Christopher Schmidt","Color","cancer|faith|hope|letter|prayer","English",2010,6.3
"Escape from the Planet of the Apes ","Action|Sci-Fi","Don Taylor","Roddy McDowall","M. Emmet Walsh","Sal Mineo","Color","ape|fear|future|spacecraft|spaceship","English",1971,6.3
"Antibirth ","Horror","Danny Perez","Natasha Lyonne","Emmanuel Kabongo","Mark Webber","Color","","English",2016,6.3
"Lies in Plain Sight ","Drama","Patricia Cardoso","Rosie Perez","Martha Higareda","Cheyenne Haynes","Color","","English",2010,6.3
"Highway ","Crime|Drama","James Cox","Jake Gyllenhaal","M.C. Gainey","Mark Rolston","Color","1990s|homoeroticism|reference to kurt cobain|road trip|year 1994","English",2002,6.3
"Abandoned ","Drama","John Laing","Siobhan Marshall","Peter Feeney","Rachel Nash","Color","boat|one word title|sea|storm|survivor","English",2015,6.3
"Higher Ground ","Drama","Vera Farmiga","Donna Murphy","Bill Irwin","Michael Chernus","Color","1960s|belief in the afterlife|domestic violence|faith|minister","English",2011,6.3
"Living Dark: The Story of Ted the Caver ","Horror","David Hunt","Matthew Alan","Chris Cleveland","Circus-Szalewski","Color","brother|cave|caver|dark|funeral","English",2013,6.3
"I Spit on Your Grave ","Horror|Thriller","Steven R. Monroe","Sarah Butler","Chad Lindberg","Daniel Franzese","Color","horror movie remake|rape|rape and revenge|rape victim|revenge","English",2010,6.3
